policy_scores
-96.28984766210947
-132.36786577119423
-102.94536044575018
-247.6284016956225
-184.01637303830393
-209.6112391098037
-100.69038873599065
-136.11584865254233
-106.99284001667812
-128.28251793029676
-109.33736689758427
-206.6926025204088
-97.9995947464572
-232.51229226364703
-139.09137208588498
-244.04619720641836
-237.61742951622398
-188.5258841050822
-58.12119438666765
-88.97132901411327
-258.9785090760513
-107.63723458482292
-192.09191926634676
-234.61880903302662
-215.64948240113068
-113.06032137861935
-144.85510732769845
-164.60384486831288
-191.24816680236944
-269.0488136072705
-448.6943466726208
-107.74209154232106
-211.6965330190464
-184.89112593236518
6.490944449280036
-149.60242275230564
-125.61958244856531
-132.81345480736735
-172.89407930718687
-188.71096593304372
-64.90641271283546
-332.4492258608474
-421.90305423958324
-215.31370953708415
-40.984637549834794
-3.155271033869724
-104.59248067264325
-137.39174828609
-104.86075413105362
-112.48777216390417
-104.28484869455788
-148.61011409025207
-117.75271380453712
-139.8821800547353
-51.311791912882015
-117.6409395214246
-92.92680755540242
-26.547439650714608
-97.69829673162404
-96.26092822308676
-161.58886958627082
-238.67640642747887
-99.98274404941336
-117.20627278171206
-75.25149253142332
-107.3666565887961
-291.44449072864603
-134.1056910956283
-283.1910704075583
-260.32965993597765
-100.27487189807553
-5.494817414954994
-334.01786656063
-59.50474188379697
-153.07577167017422
-62.41310238036682
-326.1665995939437
-127.94526937675889
-178.43945024232863
-187.18405365760412
-90.13962010777048
-230.8196145035205
-77.63072170568296
-178.0904708841544
-144.05460763102246
-189.84940029446554
-259.4185498600152
13.030988911896415
-81.95374490866848
-78.69193546592764
-187.53026175391994
-113.22694126295968
-116.640747695009
-256.45777020006017
-333.28814309650625
-153.07830671845701
-258.4059052966193
-54.327929612380274
-113.82350698708451
-173.00128658962922
-167.61865067579544
-62.882849447300096
-88.29641100867747
-61.72325459355888
-185.0716115473219
-65.55338153360667
-97.12578472085313
-215.4372187550935
-95.20279961354915
-75.1657390631532
-250.08499748567345
-106.02222917403832
-139.79862705331087
-93.39541889610324
-90.24610329473708
-188.82121763635055
-45.85018314488397
-132.21313142460724
-112.15964247090592
-169.6403988109571
-347.0527438413616
-140.26360362573286
-68.44727326584389
-77.25671759714876
-71.67043547945266
-291.4606235252594
-149.27442036125706
13.628590596034668
-97.69009040527021
-56.62906534154674
-80.16184209082559
-114.93769190029161
-238.0481626967372
-89.93156937020257
-139.41161383988174
-203.48594258114701
-58.03693047860335
-63.75954916876239
-93.67037968879322
-202.0939493451882
-160.38699860963055
-28.032907817538515
-203.3119250481102
-353.77817695700674
-173.49413677644944
-169.19581849768542
-192.20501280328406
-156.51091543402433
-107.38360050483635
-111.64933183529965
-60.05471456488158
-127.49114805554399
-175.1133580424343
-57.05189036259768
-191.82011419576338
-81.08382628077229
-96.31431385884713
-174.74376425363027
-69.56484244115629
-257.23437534186877
-228.89877166957052
-88.10105107241131
-337.4154791554504
-217.8303081546993
-60.155212340224274
-114.18774083105828
-81.57407441248746
-350.55839955225076
-114.71026473147852
-86.14441900663529
-301.77189306338107
-82.29055338251784
-90.00303546945398
-112.36951422041535
-148.2431067735428
-307.8186129340385
-93.20700333826522
-93.2376637867696
-226.41288472175188
-66.18485169560084
-95.2009115784127
-91.43613069856701
-88.03938708411795
-53.42579619846869
-177.8767611713045
-86.96053399801328
-169.16718655473414
-105.79114523831569
-87.90017885760213
-109.94375102550575
-54.53220697150451
-331.2240688395515
-102.86067030057504
-58.622445837522974
-46.73671007027518
-212.49242800257042
-105.36979824021554
-99.94632984259067
-148.4778370357759
-124.15429380659808
-127.70171315522876
-165.57515354441693
-82.61338533342101
-326.7856620379061
-79.16107901943155
-100.57770973332286
-97.54057844580089
-70.25484232927639
-109.45744761439367
-192.0966248712277
-25.197249664415565
-85.53959873171206
-175.08070210042746
-82.53913182919318
-197.97741984850353
-102.47055322769623
-58.92474776611257
-211.44767605879534
-55.015433095530135
-87.20745159521965
